First year,Position,Name,Trimmed,Dupe,Affiliation,Institution,Type
2012,Board members,Patricia E. Harris,Patricia E. Harris,, Bloomberg Philanthropies |  Serino Coyne Advertising ,9/11 Memorial,Board
2012,Board members,"William B. Harrison, Jr.","William B. Harrison, Jr.",,JPMorgan Chase| the Partnership for New York City,9/11 Memorial,Board
2012,Board members,Gerald L. Hassell,Gerald L. Hassell,,The Bank of New York Mellon Corporation | BNY Mellon,9/11 Memorial,Board
2012,Board members,Lee A. Ielpi,Lee A. Ielpi,,Ground Zero daily,9/11 Memorial,Board
2012,Board members,Robert Iger,Robert Iger,,The Walt Disney Company,9/11 Memorial,Board
2012,Board members,Monica Iken,Monica Iken,,September's Mission ,9/11 Memorial,Board
2012,Board members,"Robert Wood Johnson, IV","Robert Wood Johnson, IV",,Johnson & Johnson | the New York Jets LLC| the Alliance for Lupus Research| Robert Wood Johnson Foundation,9/11 Memorial,Board
2012,Board members,Thomas S. Johnson,Thomas S. Johnson,,GreenPoint Financial Corp.| Manufacturers Hanover Trust Co. | the United States Japan Foundation|  The U.S. Japan Foundation ,9/11 Memorial,Board
2012,Board members,Robert Kasdin,Robert Kasdin,, Noranda Aluminum Holding Corporation| Columbia University,9/11 Memorial,Board
2012,Board members,Anthoula Katsimatides,Anthoula Katsimatides,, Lower Manhattan Development Corporation|  The Johnny and Mikey Katsimatides Foundation,9/11 Memorial,Board
2012,Board members,Peter M. Lehrer,Peter M. Lehrer,,Bovis Inc. | Lehrer McGovern,9/11 Memorial,Board
2012,Board members,Howard W. Lutnick,Howard W. Lutnick,,Cantor Fitzgerald,9/11 Memorial,Board
2012,Board members,Julie Menin,Julie Menin,,Women\s Campaign Fund | Eleanor Roosevelt Legacy Foundation,9/11 Memorial,Board
2012,Board members,Ira M. Millstein,Ira M. Millstein,,"Weil, Gotshal & Manges LLP | The Ford Foundation",9/11 Memorial,Board
2012,Board members,Howard Milstein,Howard Milstein,,New York Private Bank & Trust | the Thomas Jefferson Foundation,9/11 Memorial,Board
2012,Board members,Paul Napoli,Paul Napoli,,,9/11 Memorial,Board
2012,Board members,Peter G. Peterson,Peter G. Peterson,,,9/11 Memorial,Board
2012,Board members,Emily K. Rafferty,Emily K. Rafferty,,Metropolitan Museum of Art of Art | NYC & Company,9/11 Memorial,Board
2012,Board members,Kevin M. Rampe,Kevin M. Rampe,,the ACE Group of Companies,9/11 Memorial,Board
2012,Board members,Scott Rechler,Scott Rechler,,RXR Realty LLC ,9/11 Memorial,Board
2012,Board members,Dr. Judith Rodin,Dr. Judith Rodin,,The Rockefeller Foundation,9/11 Memorial,Board
2012,Board members,Thomas H. Rogér,Thomas H. Rogér,,,9/11 Memorial,Board
2012,Board members,Jane Rosenthal,Jane Rosenthal,,Tribeca Productions | The Rockefeller Foundation,9/11 Memorial,Board
2012,Board members,"E. John Rosenwald, Jr.","E. John Rosenwald, Jr.",,The Bear Stearns Companies Inc. | J.P.Morgan | Metropolitan Museum of Art of Art,9/11 Memorial,Board
2012,Board members,Avi Schick,Avi Schick,,,9/11 Memorial,Board
2012,Board members,Andrew M. Senchak,Andrew M. Senchak,,"KBW, Inc. ",9/11 Memorial,Board
2012,Board members,Jerry I. Speyer,Jerry I. Speyer,,,9/11 Memorial,Board
2012,Board members,Craig Roberts Stapleton,Craig Roberts Stapleton,,Abercrombie & Fitch | Vaclav Havel Foundation,9/11 Memorial,Board
2012,Board members,Jon Stewart,Jon Stewart,,,9/11 Memorial,Board
2012,Board members,Anne M. Tatlock,Anne M. Tatlock,,The Bloomberg Family Foundation | The Mayo Clinic Foundation | The Andrew W. Mellon Foundation,9/11 Memorial,Board
2012,Board members,Daniel R. Tishman,Daniel R. Tishman,,Tishman Hotel & Realty LP.,9/11 Memorial,Board
2012,Board members,Seth Waugh,Seth Waugh,,Deutsche Bank | Deutsche Bank Americas Foundation,9/11 Memorial,Board
2012,Board members,Carl Weisbrod,Carl Weisbrod,,Ford Foundation | New York City Planning Commission ,9/11 Memorial,Board
2012,Board members,John C. Whitehead,John C. Whitehead,,,9/11 Memorial,Board
2012,Board members,John E. Zuccotti,John E. Zuccotti,,"Weil, Gotshal & Manges LLP| Brookfield Asset Management Inc.",9/11 Memorial,Board
2012,Honorary Chairman,George E. Pataki,George E. Pataki,,,9/11 Memorial,Board
2012,Honorary Board Members,President George H. W. Bush,President George H. W. Bush,,,9/11 Memorial,Board
2012,Honorary Board Members,President George W. Bush,President George W. Bush,,,9/11 Memorial,Board
2012,Honorary Board Members,President Jimmy Carter,President Jimmy Carter,,,9/11 Memorial,Board
2012,Honorary Board Members,President William J. Clinton,President William J. Clinton,,,9/11 Memorial,Board
2012,Honorary Trustee,Christ Christie,Christ Christie,,,9/11 Memorial,Board
2012,Honorary Trustee,Jon S. Corzine,Jon S. Corzine,,,9/11 Memorial,Board
2012,Honorary Trustee,Andrew M. Cuomo,Andrew M. Cuomo,,,9/11 Memorial,Board
2012,Honorary Trustee,Rudolph W. Giuliani,Rudolph W. Giuliani,,,9/11 Memorial,Board
2012,Chairman,Margot Bogert,Margot Bogert,,,Frick Collection,Board
2012,Vice Chairman,L. F. Boker Doyle,L. F. Boker Doyle,,,Frick Collection,Board
2012,Treasurer,Franklin W. Hobbs,Franklin W. Hobbs,,,Frick Collection,Board
2012,Secretary,Michael J. Horvitz,Michael J. Horvitz,,,Frick Collection,Board
2012,Trustee,Peter P. Blanchard III,Peter P. Blanchard III,,,Frick Collection,Board
2012,Trustee,Ayesha Bulchandani-Mathrani,Ayesha Bulchandani-Mathrani,,,Frick Collection,Board
2012,Trustee,Blair Effron,Blair Effron,,,Frick Collection,Board
2012,Trustee,Jean-Marie Eveillard,Jean-Marie Eveillard,,,Frick Collection,Board
2012,Trustee,Barbara G. Fleischman,Barbara G. Fleischman,,,Frick Collection,Board
2012,Trustee,Emily T. Frick,Emily T. Frick,,,Frick Collection,Board
2012,Trustee,Sidney R. Knafel,Sidney R. Knafel,,,Frick Collection,Board
2012,Trustee,Charles M. Royce,Charles M. Royce,,,Frick Collection,Board
2012,Trustee,Juan Sabater,Juan Sabater,,,Frick Collection,Board
2012,Trustee,Stephen A. Schwarzman,Stephen A. Schwarzman,,,Frick Collection,Board
2012,Trustee,Aso O. Tavitian,Aso O. Tavitian,,,Frick Collection,Board
2012,Trustee,"Ian Wardropper, ex officio","Ian Wardropper, ex officio",,,Frick Collection,Board
2012,Trustee,Antonio Weiss,Antonio Weiss,,,Frick Collection,Board
2012,President Emerita,Helen Clay Chace,Helen Clay Chace,,,Frick Collection,Board
2012,Trustee Emeriti,John P. Birkelund,John P. Birkelund,,John P. Birkelund Scholarship | New York Public Library | Teach For America | American Academy in Berlin | Brown University ,Frick Collection,Board
2012,Trustee Emeriti,I. Townsend Burden III,I. Townsend Burden III,,,Frick Collection,Board
2012,Trustee Emeriti,Walter Joseph Patrick Curley,Walter Joseph Patrick Curley,,,Frick Collection,Board
2012,Trustee Emeriti,Walter A. Eberstadt,Walter A. Eberstadt,,,Frick Collection,Board
2012,Trustee Emeriti,Howard Phipps Jr.,Howard Phipps Jr.,,,Frick Collection,Board
2013,Trustee,"James S. Reibel, M.D.","James S. Reibel, M.D.",,,Frick Collection,Board
2013,Trustee,Melinda Martin Sullivan,Melinda Martin Sullivan,,,Frick Collection,Board
2012,Trustee,John H. Banks III,John H. Banks III,,Con Edison| ,New York Public Library,Board
2012,Trustee,John P. Birkelund,John P. Birkelund,,John P. Birkelund Scholarship | Frick Collection | Teach For America | American Academy in Berlin | Brown University ,New York Public Library,Board
2012,Trustee,Samuel C. Butler,Samuel C. Butler,,,New York Public Library,Board
2012,Trustee,Sila M. Calderon,Sila M. Calderon,,,New York Public Library,Board
2012,Trustee,Evan R. Chesler,Evan R. Chesler,,,New York Public Library,Board
2012,Trustee,Joan Hardy Clark,Joan Hardy Clark,,,New York Public Library,Board
2012,Trustee,Sol Neil Corbin,Sol Neil Corbin,,,New York Public Library,Board
2012,Trustee,Lewis B. Cullman,Lewis B. Cullman,,,New York Public Library,Board
2012,Trustee,Robert Darnton,Robert Darnton,,,New York Public Library,Board
2012,Trustee,Gordon J. Davis,Gordon J. Davis,,,New York Public Library,Board
2012,Trustee,Anne E. de la Renta,Anne E. de la Renta,,,New York Public Library,Board
2012,Trustee,James H. Duffy,James H. Duffy,,,New York Public Library,Board
2012,Trustee,H.R.H. Princess Firyal,H.R.H. Princess Firyal,,,New York Public Library,Board
2012,Trustee,Barbara G. Fleischman,Barbara G. Fleischman,,,New York Public Library,Board
2012,Trustee,"Henry Louis Gates, Jr.","Henry Louis Gates, Jr.",,,New York Public Library,Board
2012,Trustee,Barbara Goldsmith,Barbara Goldsmith,,,New York Public Library,Board
2012,Trustee,William Gray,William Gray,,,New York Public Library,Board
2012,Trustee,Alan C. Greenberg,Alan C. Greenberg,,,New York Public Library,Board
2012,Trustee,Louise L. Grunwald,Louise L. Grunwald,,,New York Public Library,Board
2012,Trustee,John H. Gutfreund,John H. Gutfreund,,,New York Public Library,Board
2012,Trustee,Ralph E. Hansmann,Ralph E. Hansmann,,,New York Public Library,Board
2012,Trustee,John B. Hess,John B. Hess,,,New York Public Library,Board
2012,Trustee,Mahnaz Ispahani Bartos,Mahnaz Ispahani Bartos,,,New York Public Library,Board
2012,Trustee,Patricia D. Klingenstein,Patricia D. Klingenstein,,,New York Public Library,Board
2012,Trustee,Robert LIberman,Robert LIberman,,,New York Public Library,Board
2012,Trustee,Scott D. Malkin,Scott D. Malkin,,,New York Public Library,Board
2012,Trustee,Victor Marrero,Victor Marrero,,,New York Public Library,Board
2012,Trustee,Catherine C. Marron,Catherine C. Marron,,,New York Public Library,Board
2012,Trustee,Harold W. McGraw III,Harold W. McGraw III,,,New York Public Library,Board
2012,Trustee,Raymond J. McGuire,Raymond J. McGuire,,,New York Public Library,Board
2012,Trustee,Robert B. Menschel,Robert B. Menschel,,,New York Public Library,Board
2012,Trustee,Abby S. Milstein,Abby S. Milstein,,,New York Public Library,Board
2012,Trustee,Susan Morgenthau,Susan Morgenthau,,,New York Public Library,Board
2012,Trustee,Toni Morrison,Toni Morrison,,,New York Public Library,Board
2012,Trustee,Suzanne C. Mueller,Suzanne C. Mueller,,,New York Public Library,Board
2012,Trustee,Susan M. Newhouse,Susan M. Newhouse,,,New York Public Library,Board
2012,Trustee,Jessye Norman,Jessye Norman,,,New York Public Library,Board
2012,Trustee,Carl H. Pforzheimer III,Carl H. Pforzheimer III,,,New York Public Library,Board
2012,Trustee,Richard L. Plepler,Richard L. Plepler,,,New York Public Library,Board
2012,Trustee,Harold Prince,Harold Prince,,,New York Public Library,Board
2012,Trustee,Katharine J. Rayner,Katharine J. Rayner,,,New York Public Library,Board
2012,Trustee,David Remnick,David Remnick,,,New York Public Library,Board
2012,Trustee,Elizabeth Rohatyn,Elizabeth Rohatyn,,,New York Public Library,Board
2012,Trustee,Marshall Rose,Marshall Rose,,,New York Public Library,Board
2012,Trustee,Sandra Priest Rose,Sandra Priest Rose,,,New York Public Library,Board
2012,Trustee,Neil L. Rudenstine,Neil L. Rudenstine,,,New York Public Library,Board
2012,Trustee,Stephen A. Schwarzman,Stephen A. Schwarzman,,,New York Public Library,Board
2012,Trustee,Robert B. Silvers,Robert B. Silvers,,,New York Public Library,Board
2012,Trustee,Dinakar Singh,Dinakar Singh,,,New York Public Library,Board
2012,Trustee,Gayfryd Steinberg,Gayfryd Steinberg,,,New York Public Library,Board
2012,Trustee,Joshua L. Steiner,Joshua L. Steiner,,,New York Public Library,Board
2012,Trustee,James S. Tisch,James S. Tisch,,,New York Public Library,Board
2012,Trustee,Calvin Trillin,Calvin Trillin,,,New York Public Library,Board
2012,Trustee,Luis A Ubiñas,Luis A Ubiñas,,,New York Public Library,Board
2012,Trustee,Edgar Wachenheim III,Edgar Wachenheim III,,,New York Public Library,Board
2012,Trustee,Sue Ann Weinberg,Sue Ann Weinberg,,,New York Public Library,Board
2012,President and Chief Executive Officer,Anthony W. Marx,Anthony W. Marx,,,New York Public Library,Board
2012,Ex Officio Trustee,Michael R. Bloomberg,Michael R. Bloomberg,,,New York Public Library,Board
2012,Ex Officio Trustee,Marjorie B. Tiven,Marjorie B. Tiven,,,New York Public Library,Board
2012,Ex-Officio Trustee,Christie C. Quinn,Christie C. Quinn,,,New York Public Library,Board
2012,Ex Officio Trustee,Peter Rider,Peter Rider,,,New York Public Library,Board
2012,Ex Officio Trustee,John C. Liu,John C. Liu,,,New York Public Library,Board
2012,Ex Officio Trustee,Leigh M. Miller,Leigh M. Miller,,,New York Public Library,Board
2012,Honorary Trustee,Kenneth S. Axelson,Kenneth S. Axelson,,,New York Public Library,Board
2012,Honorary Trustee,Timothy Barakett,Timothy Barakett,,,New York Public Library,Board
2012,Honorary Trustee,Donald M. Blinken,Donald M. Blinken,,,New York Public Library,Board
2012,Honorary Trustee,"Edgar Bronfman, Jr.","Edgar Bronfman, Jr.",,,New York Public Library,Board
2012,Honorary Trustee,Barry Diller ,Barry Diller,,,New York Public Library,Board
2012,Honorary Trustee,Robert R. Douglass,Robert R. Douglass,,,New York Public Library,Board
2012,Honorary Trustee,Andreas C. Dracopoulos,Andreas C. Dracopoulos,,,New York Public Library,Board
2012,Honorary Trustee,Vartan Gregorian,Vartan Gregorian,,,New York Public Library,Board
2012,Honorary Trustee,Conrad K. Harper,Conrad K. Harper,,American Law Institute | Metropolitan Museum of Art of Art | New York Urban League | Simpson Thatcher & Bartlett LLP,New York Public Library,Board
2012,Honorary Trustee,Roger Hertog,Roger Hertog,,,New York Public Library,Board
2012,Honorary Trustee,Paul LeClerc,Paul LeClerc,,,New York Public Library,Board
2012,Honorary Trustee,John P. Mascotte,John P. Mascotte,,,New York Public Library,Board
2012,Honorary Trustee,Hamish Maxwell,Hamish Maxwell,,,New York Public Library,Board
2012,Honorary Trustee,Henry A. MicKinnell,Henry A. MicKinnell,,,New York Public Library,Board
2012,Honorary Trustee,Stanley G. Mortimer III,Stanley G. Mortimer III,,,New York Public Library,Board
2012,Honorary Trustee,Diane S. Ravitch,Diane S. Ravitch,,,New York Public Library,Board
2012,Honorary Trustee,Richard E. Salomon,Richard E. Salomon,,,New York Public Library,Board
2012,Honorary Trustee,Stephen Stamas,Stephen Stamas,,,New York Public Library,Board
2012,Honorary Trustee,Alfred R. Stern,Alfred R. Stern,,,New York Public Library,Board
2012,Honorary Trustee,Tom Wolfe,Tom Wolfe,,,New York Public Library,Board
2012,Presidents Emeriti,Vartan Gregorian,Vartan Gregorian,,,New York Public Library,Board
2012,Presidents Emeriti,Paul LeClerc,Paul LeClerc,,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Catherine C. Marron,Catherine C. Marron,,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Elizabeth Rohatyn,Elizabeth Rohatyn,,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Marshall Rose,Marshall Rose,,,New York Public Library,Board
2012,Chairman of the Board,Neil L. Rudenstine,Neil L. Rudenstine,,,New York Public Library,Board
2012,Vice Chairman of the Board,Abby S. Milstein,Abby S. Milstein,,,New York Public Library,Board
2012,"Chairman, Executive Committee of the Board",Evan R. Chesler,Evan R. Chesler,,,New York Public Library,Board
2012,President and Chief Executive Officer,Anthony W. Marx,Anthony W. Marx,,,New York Public Library,Board
2012,Vice President and Chief Technology Officer,Jane Aboyoun,Jane Aboyoun,,,New York Public Library,Board
2012,"Vice President, Deputy general Counsel and Assistant Secretary",Jacqueline F. Bausch,Jacqueline F. Bausch,,,New York Public Library,Board
2012,Chief Investment Officer,Todd M. Corbin,Todd M. Corbin,,,New York Public Library,Board
2012,Vice President for Public Service,Anne L. Coriston,Anne L. Coriston,,,New York Public Library,Board
2012,Chief Library Officer,Mary Lee Kennedy,Mary Lee Kennedy,,,New York Public Library,Board
2012,"Vice President, General Counsel, and Secretary",Michele Coleman Mayes,Michele Coleman Mayes,,,New York Public Library,Board
2012,Vice President for Government and Community Affairs,George D. Mihaltses,George D. Mihaltses,,,New York Public Library,Board
2012,"Chief Operating Officer, Chief Financial Officer, and Treasurer",David G. Offensend,David G. Offensend,,,New York Public Library,Board
2012,Vice President for Capital Planning and Construction,Joannaa M. Pestka,Joannaa M. Pestka,,,New York Public Library,Board
2012,Vice President for Facilities Operations and Security,James Pisaniello,James Pisaniello,,,New York Public Library,Board
2012,"Vice President, Finance and Strategic Initiatives, and Assistant Treasurer",Jeffrey Roth,Jeffrey Roth,,,New York Public Library,Board
2012,"Vice President, Human Resources  ",Louise Shea,Louise Shea,,,New York Public Library,Board
2012,Andrew W. Mellon Director of the New York Public Libraries,Ann D. Thornton,Ann D. Thornton,,,New York Public Library,Board
2012,Vice President for Communications and Marketing,Kenneth N. Weine,Kenneth N. Weine,,,New York Public Library,Board
2012,Vice President for Development,Jennifer Zaslow,Jennifer Zaslow,,,New York Public Library,Board
2013,Trustee,Anthony Appiah,Anthony Appiah,,,New York Public Library,Board
2013,Trustee,Elizabeth Kojima,Elizabeth Kojima,,,New York Public Library,Board
2013,Trustee,George Stephanopoulos,George Stephanopoulos,,,New York Public Library,Board
2013,Ex Officio Trustee,Bill de Blasio,Bill de Blasio,,,New York Public Library,Board
2013,Ex Officio Trustee,Melissa Mark-Viverito,Melissa Mark-Viverito,,,New York Public Library,Board
2013,Ex Officio Trustee,Carey Maloney,Carey Maloney,,,New York Public Library,Board
2013,Ex Officio Trustee,Scott Stringer,Scott Stringer,,,New York Public Library,Board
2013,"Chief Operating Officer, Chief Financial Officer, and Treasurer",Iris Weinshall,Iris Weinshall,,,New York Public Library,Board
2013,Chief External Relations Officer,Carrie Welch,Carrie Welch,,,New York Public Library,Board
2013,Vice President for Development,Ryan Cairns,Ryan Cairns,,,New York Public Library,Board
2013,Vice President for Public Service,Christopher Platt,Christopher Platt,,,New York Public Library,Board
2012,Chair,Susan B. Gilbert,Susan B. Gilbert,,Interactive Elements Incorporated,New York Transit Museum,Board
2012,Vice Chair,Elaine Wingate Conway,Elaine Wingate Conway,,New York State Division of Women,New York Transit Museum,Board
2012,Vice Chair,Kurt A. Goddard,Kurt A. Goddard,,,New York Transit Museum,Board
2012,Secretary,Michael J. Jones,Michael J. Jones,,Jacobs,New York Transit Museum,Board
2012,President,Gabrielle Shubert,Gabrielle Shubert,,Friends of the New York Transit Museum,New York Transit Museum,Board
2012,Trustee,Judith D. Cooper,Judith D. Cooper,,Parsons Brinckerhoff,New York Transit Museum,Board
2012,Trustee,Ben D'Alessandro,Ben D'Alessandro,,"L.K. Comstock & Company, Inc.",New York Transit Museum,Board
2012,Trustee,John di Domenico,John di Domenico,,"di Domenico + Partners, LLP",New York Transit Museum,Board
2012,Trustee,Brian P. Dolan,Brian P. Dolan,,Integrated Strategic Resources LLC,New York Transit Museum,Board
2012,Trustee,Beverly Dolinsky,Beverly Dolinsky,,Permanent Citizen's Advisory Committee to the MTA,New York Transit Museum,Board
2012,Trustee,Simon Fludgate,Simon Fludgate,,Aksia LLC,New York Transit Museum,Board
2012,Trustee,Robert E. Furniss,Robert E. Furniss,,Bombardier Transportation,New York Transit Museum,Board
2012,Trustee,Tara Gallagher,Tara Gallagher,,MBS,New York Transit Museum,Board
2012,Trustee,John B. Hobby ,John B. Hobby,,GE Capital Corporation,New York Transit Museum,Board
2012,Trustee,Hiroji Iwasaki,Hiroji Iwasaki,,"Kawasaki Rail Car, Inc.",New York Transit Museum,Board
2012,Trustee,Kristen L. Johanson,Kristen L. Johanson,,Citigroup Global Markets Inc.,New York Transit Museum,Board
2012,Trustee,Stuart Leffler,Stuart Leffler,,Con Edison,New York Transit Museum,Board
2012,Trustee,Michael Lombardi,Michael Lombardi,,"Department of Subways, MTA",New York Transit Museum,Board
2012,Trustee,Michael Marchelletta,Michael Marchelletta,,AECOM,New York Transit Museum,Board
2012,Trustee,Alfredo S. Quintero,Alfredo S. Quintero,,"Samuel A. Ramirez & Co., Inc.",New York Transit Museum,Board
2012,Trustee,Denise Richardson,Denise Richardson,,"The General Contractors Association of New York, Inc.",New York Transit Museum,Board
2012,Trustee,Edward T. Seaman,Edward T. Seaman,,Halmar International LLC,New York Transit Museum,Board
2012,Advisory Board,Sandra Bloodworth,Sandra Bloodworth,,MTA Arts for Transit and Urban Design,New York Transit Museum,Board
2012,Advisory Board,Paul Fleuranges,Paul Fleuranges,,MTA Corporate and Internal Communications,New York Transit Museum,Board
2012,Advisory Board,Don Harold,Don Harold,,,New York Transit Museum,Board
2012,Advisory Board,Michael Horodniceanu,Michael Horodniceanu,,MTA Capital Construction,New York Transit Museum,Board
2012,Advisory Board,Marilyn Pettit,Marilyn Pettit,,,New York Transit Museum,Board
2012,Advisory Board,Terrie Rouse,Terrie Rouse,,National Center for Civil and Human Rights,New York Transit Museum,Board
2012,Advisory Board,Robert Wechsler,Robert Wechsler,,Lehman College School of Continuing and Professional Studies,New York Transit Museum,Board
2012,Advisory Board,William Withuhn,William Withuhn,,Smithsonian Institution National Museum of American History,New York Transit Museum,Board
2013,Trustee,Ruby A. Siegel,Ruby A. Siegel,,AECOM,New York Transit Museum,Board
2013,Chairman,Barbara A. Mandel,Barbara A. Mandel,,,Cooper Hewitt,Board
2013,Vice Chairman,Nancy A. Marks,Nancy A. Marks,,,Cooper Hewitt,Board
2013,Vice Chairman,Enid W. Morse,Enid W. Morse,,,Cooper Hewitt,Board
2013,President,Beth Comstock,Beth Comstock,,,Cooper Hewitt,Board
2013,Vice President,Elizabeth Ainslie,Elizabeth Ainslie,,,Cooper Hewitt,Board
2013,Vice President,Agnes C. Bourne,Agnes C. Bourne,,,Cooper Hewitt,Board
2013,Vice President,Michael R. Francis,Michael R. Francis,,,Cooper Hewitt,Board
2013,Vice President,Lisa S. Roberts,Lisa S. Roberts,,,Cooper Hewitt,Board
2013,Secretary,Judy Francis Zankel,Judy Francis Zankel,,,Cooper Hewitt,Board
2013,Treasurer,Eric A. Green,Eric A. Green,,,Cooper Hewitt,Board
2013,Trustee,Kurt Andersen,Kurt Andersen,,,Cooper Hewitt,Board
2013,Trustee,Carl Bass,Carl Bass,,,Cooper Hewitt,Board
2013,Trustee,Scott Belsky,Scott Belsky,,,Cooper Hewitt,Board
2013,Trustee,Amita Chatterjee,Amita Chatterjee,,,Cooper Hewitt,Board
2013,Trustee,"Alberto Eiber, M.D.","Alberto Eiber, M.D.",,,Cooper Hewitt,Board
2013,Trustee,Marilyn F. Friedman,Marilyn F. Friedman,,,Cooper Hewitt,Board
2013,Trustee,Shelby M. Gans,Shelby M. Gans,,,Cooper Hewitt,Board
2013,Trustee,Alice Gottesman,Alice Gottesman,,,Cooper Hewitt,Board
2013,Trustee,"Paul Herzan, Chairman Emeritus","Paul Herzan, Chairman Emeritus",,,Cooper Hewitt,Board
2013,Trustee,Jon C. Iwata,Jon C. Iwata,,,Cooper Hewitt,Board
2013,Trustee,Madeleine Rudin Johnson,Madeleine Rudin Johnson,,,Cooper Hewitt,Board
2013,Trustee,Jon Kamen,Jon Kamen,,,Cooper Hewitt,Board
2013,Trustee,Francine S. Kittredge,Francine S. Kittredge,,,Cooper Hewitt,Board
2013,Trustee,Claudia Kotchka,Claudia Kotchka,,,Cooper Hewitt,Board
2013,Trustee,"Harvey M. Krueger, Chairman Emeritus","Harvey M. Krueger, Chairman Emeritus",,,Cooper Hewitt,Board
2013,Trustee,David Lubars,David Lubars,,,Cooper Hewitt,Board
2013,Trustee,John Maeda,John Maeda,,,Cooper Hewitt,Board
2013,Trustee,Margery F. Masinter,Margery F. Masinter,,,Cooper Hewitt,Board
2013,Trustee,Richard Meier,Richard Meier,,,Cooper Hewitt,Board
2013,Trustee,Henry R. Muñoz III,Henry R. Muñoz III,,,Cooper Hewitt,Board
2013,Trustee,Karen A. Phillips,Karen A. Phillips,,,Cooper Hewitt,Board
2013,Trustee,Avi N. Reichental,Avi N. Reichental,,,Cooper Hewitt,Board
2013,Trustee,David Rockwell,David Rockwell,,,Cooper Hewitt,Board
2013,Trustee,Esme Usdan,Esme Usdan,,,Cooper Hewitt,Board
2013,Trustee,Todd Waterbury,Todd Waterbury,,,Cooper Hewitt,Board
2013,Chairman Emerita Honorary,Kathleen B. Allaire,Kathleen B. Allaire,,,Cooper Hewitt,Board
2013,Honorary Trustee,Joan K. Davidson,Joan K. Davidson,,,Cooper Hewitt,Board
2013,Chairman Emeritus Honorary,Kenneth B. Miller,Kenneth B. Miller,,,Cooper Hewitt,Board
2013,Ex Officio Trustee,Smithsonian Institution,Smithsonian Institution,,,Cooper Hewitt,Board
2013,Secretary,David J. Skorton,David J. Skorton,,,Cooper Hewitt,Board
2013,"Under Secretary for History, Art and Culture",Richard Kurin,Richard Kurin,,,Cooper Hewitt,Board
2013,"Director, Cooper Hewitt, Smithsonian Design Museum",Caroline Baumann,Caroline Baumann,,,Cooper Hewitt,Board
